,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
265,Jamal Lewis,NIR,DF,Newcastle Utd,22,1998,24,20,1837,20.4,0,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,1.0,1.1,0.01,0.05,0.06,0.01,0.06,637,852,74.8,9885,3861,340,390,87.2,228,288,79.2,44,108,40.7,1,1.0,1.1,0.0,14,31,14,10,26,852,686,163,8,0,0,44,155,0,0,0,0,637,3,22,29,1.42,24,3,0,0,1,1,2,0.1,2,0,0,0,0,0,37,20,23,13,1,16,38,42.1,22,21,7,14,11,48,44,1,1017,62,388,432,209,8,1017,12,24,50.0,17,13,550,17,77,53.7,89.0,19,4,15.0,12,1.04,24,37,-13,-0.64,-0.47,21.7,28.3,-6.6,-0.32,0.15,0,18,16,1,44,20,0,1,0,109,10,15,40.0,0,3,1,33.3,0.15,0.05,0.0,0.0,18.6,0,0.04,-0.1,-0.1
266,Victor Lindelof,SWE,DF,Manchester Utd,26,1994,29,29,2585,28.7,1,1,1,0,0,0,0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,1686,1882,89.6,29559,11272,698,751,92.9,862,909,94.8,108,181,59.7,1,0.3,0.7,0.7,6,92,5,0,81,1882,1832,49,34,1,6,1,15,0,0,0,0,1686,1,9,16,0.56,15,0,0,0,0,1,5,0.17,4,0,0,0,0,1,22,10,12,10,0,12,24,50.0,12,22,14,8,30,52,95,1,2087,262,1059,958,79,8,2087,2,4,50.0,9,3,1486,3,89,75.6,89.0,28,0,0.0,5,2.0,61,30,31,1.08,1.29,47.8,30.3,17.5,0.61,0.5,0,24,8,1,1,10,0,1,0,145,64,33,66.0,1,4,1,25.0,0.14,0.03,0.25,1.0,6.4,0,0.15,0.4,0.4
267,Jesse Lingard,ENG,"MF,FW",West Ham,27,1992,16,16,1421,15.8,9,4,8,1,2,3,0,0.57,0.25,0.82,0.51,0.76,4.5,2.8,2.1,5.0,0.29,0.13,0.42,0.18,0.31,546,686,79.6,7671,1895,304,343,88.6,170,209,81.3,33,60,55.0,4,2.1,1.3,1.9,18,55,23,5,43,686,616,66,15,1,2,38,11,10,4,3,0,546,4,14,63,3.99,46,5,2,5,5,0,12,0.76,6,2,1,2,1,0,12,6,4,8,0,5,14,35.7,9,7,1,6,4,16,0,0,826,4,63,402,375,43,824,18,43,41.9,28,22,645,61,89,41.5,89.0,11,0,0.0,0,1.88,30,19,11,0.7,0.52,25.6,21.8,3.9,0.24,0.11,0,21,24,6,38,6,2,0,0,62,0,5,0.0,9,40,20,50.0,2.53,1.27,0.2,0.4,21.4,1,0.07,4.5,5.2
268,Jake Livermore,ENG,MF,West Brom,30,1989,18,15,1242,13.8,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,273,388,70.4,4417,1144,135,170,79.4,107,141,75.9,21,48,43.8,0,0.2,0.2,-0.2,5,23,2,1,17,388,386,2,2,1,3,5,0,0,0,0,0,273,0,9,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0,33,18,14,16,3,14,31,45.2,17,21,6,15,16,49,26,0,520,46,153,299,75,8,520,2,5,40.0,15,7,241,6,69,36.3,80.0,8,3,14.0,12,0.67,14,33,-19,-1.38,-0.47,10.9,24.7,-13.8,-1.0,-0.25,0,30,7,0,5,18,0,0,1,73,12,17,41.4,0,5,0,0.0,0.36,0.0,0.0,0.0,19.8,0,0.07,-0.3,-0.3
269,Diego Llorente,ESP,DF,Leeds United,26,1993,15,14,1204,13.4,1,0,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,0.8,0.8,0.5,1.3,0.06,0.04,0.1,0.06,0.1,598,721,82.9,11725,3380,170,196,86.7,368,412,89.3,52,90,57.8,0,0.5,0.3,-0.5,4,21,2,0,17,721,705,15,15,1,11,2,0,0,0,0,0,598,1,6,8,0.6,6,0,0,1,0,1,1,0.07,1,0,0,0,0,0,34,21,21,13,0,19,32,59.4,13,18,13,5,20,54,40,2,871,122,548,308,22,9,871,6,8,75.0,11,7,529,2,80,35.2,80.0,11,1,82.0,3,1.8,17,12,5,0.37,0.25,15.6,20.9,-5.4,-0.4,-0.53,0,15,9,0,2,21,0,0,0,103,33,24,57.9,1,8,3,37.5,0.6,0.22,0.13,0.33,17.4,0,0.1,0.2,0.2
271,Giovani Lo Celso,ARG,MF,Tottenham,24,1996,18,11,945,10.5,1,1,1,0,0,5,0,0.1,0.1,0.19,0.1,0.19,1.4,1.4,1.0,2.4,0.14,0.09,0.23,0.14,0.23,469,604,77.6,6897,2082,269,302,89.1,143,180,79.4,28,58,48.3,1,1.0,1.0,0.0,15,52,12,0,60,604,546,56,22,1,2,31,1,26,26,0,0,469,2,16,33,3.14,23,3,0,1,4,2,4,0.38,4,0,0,0,0,0,28,22,12,11,5,10,29,34.5,19,12,1,11,7,35,5,0,711,13,92,405,225,21,711,8,20,40.0,21,14,491,30,53,27.6,69.0,0,7,27.0,2,1.89,22,10,12,1.14,0.74,18.7,14.1,4.6,0.44,0.46,0,19,20,0,31,22,0,0,0,60,14,15,48.3,1,15,5,33.3,1.43,0.48,0.07,0.2,19.0,1,0.09,-0.4,-0.4
272,Ruben Loftus-Cheek,ENG,FW,Chelsea,24,1996,1,1,60,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,17,64.7,127,14,10,11,90.9,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,11,0,1,1,1.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,25,0,5,15,5,0,25,0,3,0.0,2,1,18,2,60,1.8,60.0,0,0,0.0,0,3.0,2,1,1,1.5,0.94,1.0,1.0,0.0,-0.05,-0.91,0,1,2,0,0,0,0,0,0,4,1,5,16.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
273,Ruben Loftus-Cheek,ENG,"MF,FW",Fulham,24,1996,30,21,1909,21.2,1,0,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,3.4,3.4,1.2,4.6,0.16,0.06,0.22,0.16,0.22,578,722,80.1,8146,1920,333,388,85.8,195,230,84.8,21,31,67.7,0,1.2,1.1,-1.2,17,57,13,2,48,722,714,6,3,2,0,9,2,1,0,0,0,578,2,20,61,2.88,36,0,8,4,10,3,0,0.0,0,0,0,0,0,0,25,14,7,15,3,7,23,30.4,16,20,2,18,7,32,18,0,987,20,115,538,357,67,987,38,72,52.8,73,41,751,99,64,55.8,81.0,9,9,23.0,2,0.83,15,21,-6,-0.28,0.91,24.8,27.2,-2.4,-0.11,0.47,0,28,51,3,9,14,1,0,0,100,44,74,37.3,1,35,8,22.9,1.65,0.38,0.03,0.13,16.6,0,0.1,-2.4,-2.4
274,Kevin Long,IRL,DF,Burnley,29,1990,8,7,637,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.06,0.0,0.06,0.06,0.06,191,268,71.3,3722,1296,66,79,83.5,91,114,79.8,28,61,45.9,0,0.0,0.1,0.0,1,8,1,0,12,268,263,5,3,0,2,1,2,0,0,0,0,191,0,5,1,0.14,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,11,6,9,2,0,7,9,77.8,2,11,7,4,6,17,24,0,323,37,175,136,13,9,323,0,0,0.0,1,0,159,1,80,18.6,90.0,7,1,7.0,21,0.63,4,13,-9,-1.27,-0.85,5.8,6.6,-0.8,-0.11,0.36,0,7,2,0,1,6,0,0,0,40,18,21,46.2,0,2,0,0.0,0.28,0.0,0.0,0.0,9.3,0,0.2,-0.4,-0.4
275,Shane Long,IRL,FW,Southampton,33,1987,11,1,210,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,32,57,56.1,346,115,26,35,74.3,5,8,62.5,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,2,57,56,0,0,0,0,0,0,0,0,0,0,32,1,5,3,1.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,2,2,3,66.7,1,0,0,0,3,5,1,0,85,1,8,40,38,5,85,2,5,40.0,5,7,61,7,19,6.1,89.0,0,10,12.0,7,1.18,2,6,-4,-1.71,-1.24,1.9,5.6,-3.7,-1.59,-1.36,0,7,6,3,0,1,0,0,0,7,12,10,54.5,0,2,1,50.0,0.86,0.43,0.0,0.0,21.3,0,0.04,-0.1,-0.1
276,Matthew Longstaff,ENG,MF,Newcastle Utd,20,2000,5,4,377,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,117,146,80.1,1902,416,59,68,86.8,43,53,81.1,11,16,68.8,0,0.2,0.1,-0.2,2,6,1,1,4,146,141,3,1,0,0,4,1,1,1,0,0,117,2,1,4,0.95,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,0,2,8,25.0,6,7,0,7,7,10,2,0,175,8,48,100,28,1,175,2,2,100.0,1,1,93,2,75,11.0,87.0,3,1,30.0,13,0.2,1,8,-7,-1.67,-1.4,1.5,7.3,-5.8,-1.37,-1.1,0,3,5,0,4,2,0,0,0,24,5,4,55.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
277,Sean Longstaff,ENG,MF,Newcastle Utd,22,1997,22,15,1412,15.7,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,1.4,1.4,1.0,2.3,0.09,0.06,0.15,0.09,0.15,467,591,79.0,8565,2284,212,236,89.8,170,194,87.6,68,120,56.7,1,1.0,0.9,0.0,12,42,1,0,37,591,537,52,12,0,15,25,6,22,10,3,6,467,2,11,29,1.85,17,7,1,1,3,0,3,0.19,1,1,0,0,1,0,31,14,13,15,3,18,42,42.9,24,26,5,21,19,50,14,2,744,30,178,415,154,16,744,4,9,44.4,17,6,440,18,64,41.3,89.0,14,7,10.0,9,1.55,20,26,-6,-0.38,0.07,19.2,24.3,-5.1,-0.33,0.11,0,22,21,0,25,14,0,0,0,67,11,19,36.7,0,15,5,33.3,0.96,0.32,0.0,0.0,19.8,1,0.09,-1.4,-1.4
278,Ademola Lookman,NGA,"FW,MF",Fulham,22,1997,34,31,2747,30.5,4,4,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,6.3,5.5,5.2,10.7,0.21,0.17,0.37,0.18,0.35,892,1199,74.4,13128,3607,497,577,86.1,295,378,78.0,56,128,43.8,4,5.2,4.2,-1.2,61,51,41,5,82,1199,1035,160,37,6,3,134,12,84,33,29,8,892,4,36,126,4.13,81,24,6,9,6,0,9,0.29,5,2,1,1,0,0,35,11,18,9,8,13,44,29.5,31,31,1,30,20,55,9,0,1553,12,144,645,796,129,1552,82,128,64.1,107,73,1055,159,81,80.3,86.0,19,3,25.0,0,0.82,23,33,-10,-0.33,1.81,34.7,39.0,-4.4,-0.14,0.89,0,46,59,12,134,11,0,0,0,168,7,22,24.1,4,68,22,32.4,2.23,0.72,0.06,0.18,17.8,4,0.08,-2.3,-1.5
279,Max Lowe,ENG,DF,Sheffield Utd,23,1997,8,7,550,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,147,221,66.5,2013,664,90,111,81.1,42,64,65.6,7,21,33.3,0,0.1,0.2,-0.1,2,15,5,1,14,221,194,25,0,0,0,22,25,0,0,0,0,147,2,7,7,1.15,4,0,1,1,1,0,0,0.0,0,0,0,0,0,0,26,11,18,6,2,9,21,42.9,12,12,4,8,5,31,11,0,287,20,79,109,100,11,287,7,11,63.6,8,4,156,9,69,16.1,72.0,4,1,47.0,25,0.5,5,10,-5,-0.82,0.37,6.5,10.1,-3.6,-0.59,0.23,0,10,3,0,22,11,0,0,0,25,5,20,20.0,0,2,1,50.0,0.33,0.16,0.0,0.0,21.4,0,0.04,-0.1,-0.1
280,Matthew Lowton,ENG,DF,Burnley,31,1989,34,34,3060,34.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,3.1,3.9,0.02,0.09,0.12,0.02,0.12,1061,1550,68.5,18130,8411,573,640,89.5,337,471,71.5,136,366,37.2,1,3.1,2.5,-2.1,25,125,48,12,113,1550,1254,290,24,2,13,84,266,0,0,0,0,1061,6,26,62,1.82,49,5,2,1,1,4,4,0.12,4,0,0,0,0,0,54,32,31,22,1,32,73,43.8,41,36,13,23,56,110,91,1,1868,137,558,893,436,20,1868,27,40,67.5,38,10,915,32,90,89.5,90.0,34,0,0.0,2,1.12,30,47,-17,-0.5,0.75,35.9,50.2,-14.3,-0.42,-0.15,0,19,13,0,84,32,0,0,0,196,33,23,58.9,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0.04,0.2,0.2
281,David Luiz,BRA,DF,Arsenal,33,1987,20,17,1396,15.5,1,0,1,0,0,1,1,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.5,1.4,0.06,0.03,0.09,0.06,0.09,836,1013,82.5,17006,5727,254,278,91.4,464,502,92.4,102,192,53.1,0,0.5,1.0,-0.5,2,66,9,0,54,1013,975,35,32,3,8,9,3,0,0,0,0,836,3,11,13,0.84,9,0,1,2,1,0,0,0.0,0,0,0,0,0,0,12,9,5,7,0,4,4,100.0,0,16,9,7,16,28,50,2,1144,129,557,530,60,19,1144,3,4,75.0,4,2,843,1,70,40.8,80.0,13,3,12.0,2,1.45,26,18,8,0.52,0.16,22.7,16.2,6.6,0.42,0.33,0,15,5,1,9,9,0,1,0,64,35,13,72.9,1,15,2,13.3,0.97,0.13,0.07,0.5,19.0,3,0.06,0.1,0.1
282,Douglas Luiz,BRA,MF,Aston Villa,22,1998,33,32,2781,30.9,0,2,0,0,0,10,1,0.0,0.06,0.06,0.0,0.06,1.2,1.2,1.6,2.8,0.04,0.05,0.09,0.04,0.09,1217,1445,84.2,22140,6003,503,568,88.6,525,577,91.0,152,212,71.7,2,1.6,1.4,0.4,19,134,13,3,95,1445,1354,85,74,0,12,23,1,1,0,0,0,1217,6,18,53,1.72,45,3,0,1,1,3,7,0.23,6,1,0,0,0,0,49,18,22,26,1,20,58,34.5,38,52,17,35,43,92,44,2,1717,105,464,994,290,16,1717,23,32,71.9,25,18,1018,29,84,81.3,86.0,21,1,18.0,4,1.36,43,41,2,0.06,-0.92,39.9,42.6,-2.7,-0.09,-0.66,1,59,48,0,23,18,0,2,0,208,42,41,50.6,0,26,8,30.8,0.84,0.26,0.0,0.0,23.9,1,0.05,-1.2,-1.2
283,John Lundstram,ENG,MF,Sheffield Utd,26,1994,28,23,2032,22.6,0,2,0,0,1,8,1,0.0,0.09,0.09,0.0,0.09,1.9,1.1,1.3,2.4,0.08,0.06,0.14,0.05,0.11,859,1082,79.4,13623,3074,417,454,91.9,295,352,83.8,79,168,47.0,2,1.3,1.6,0.7,20,64,14,2,49,1082,1002,76,15,1,15,71,8,25,21,4,0,859,4,21,48,2.13,39,5,1,1,2,0,5,0.22,4,1,0,0,0,0,25,16,12,11,2,13,47,27.7,34,26,8,18,14,39,29,1,1264,41,245,610,423,23,1263,15,24,62.5,29,19,871,47,73,59.4,84.0,18,5,20.0,6,0.61,14,40,-26,-1.15,-0.05,19.6,36.6,-17.0,-0.75,0.06,0,24,20,1,71,16,0,0,0,130,13,17,43.3,0,19,4,21.1,0.84,0.18,0.0,0.0,23.8,1,0.06,-1.9,-1.1
284,Alexis Mac Allister,ARG,"MF,FW",Brighton,21,1998,21,13,1115,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,1.5,2.7,0.1,0.12,0.22,0.1,0.22,320,410,78.0,4922,1248,168,196,85.7,109,129,84.5,20,36,55.6,1,1.5,1.7,-0.5,15,26,16,0,33,410,396,11,6,3,6,11,0,1,0,0,0,320,3,11,35,2.82,29,0,2,2,1,1,2,0.16,2,0,0,0,0,0,26,12,6,16,4,11,38,28.9,27,25,4,21,9,35,4,0,551,8,94,251,216,33,551,16,26,61.5,28,16,365,52,53,32.6,75.0,5,8,17.0,9,1.0,9,14,-5,-0.4,-0.36,14.7,11.1,3.6,0.29,-0.18,0,19,15,0,11,12,0,0,0,67,7,19,26.9,1,24,3,12.5,1.94,0.24,0.04,0.33,22.5,1,0.05,-0.3,-0.3
285,James Maddison,ENG,MF,Leicester City,23,1996,31,24,2099,23.3,8,5,8,0,0,4,0,0.34,0.21,0.56,0.34,0.56,3.8,3.8,5.1,8.9,0.16,0.22,0.38,0.16,0.38,874,1132,77.2,13447,3772,454,510,89.0,285,354,80.5,72,149,48.3,5,5.1,3.4,-0.1,51,103,33,3,91,1132,970,156,58,6,7,106,0,78,14,37,3,874,6,31,113,4.85,63,22,7,7,12,2,10,0.43,8,0,0,0,2,0,32,16,5,16,11,14,41,34.1,27,14,1,13,9,41,5,0,1368,7,92,672,619,57,1368,29,51,56.9,57,33,1003,114,68,61.4,81.0,11,7,23.0,0,1.87,40,28,12,0.51,0.11,34.3,29.8,4.6,0.2,-0.16,0,19,57,5,106,16,2,0,0,98,2,11,15.4,8,75,23,30.7,3.22,0.99,0.11,0.35,24.7,13,0.05,4.2,4.2
286,Harry Maguire,ENG,DF,Manchester Utd,27,1993,34,34,3047,33.9,2,1,2,0,0,11,0,0.06,0.03,0.09,0.06,0.09,2.3,2.2,0.3,2.5,0.07,0.01,0.08,0.07,0.08,1958,2250,87.0,38695,13018,634,711,89.2,1052,1144,92.0,232,325,71.4,1,0.3,0.6,0.7,7,175,8,1,113,2250,2169,74,61,0,31,3,13,0,0,0,0,1958,7,9,38,1.12,30,0,0,6,0,2,7,0.21,5,0,0,1,0,1,29,17,19,10,0,18,29,62.1,11,28,23,5,60,89,122,4,2563,348,1185,1204,193,52,2563,8,14,57.1,10,6,1741,8,90,89.1,90.0,33,0,0.0,0,2.06,66,36,30,0.89,1.13,54.6,35.8,18.8,0.56,0.61,0,40,31,1,3,17,0,0,0,199,135,43,75.8,2,36,9,25.0,1.06,0.27,0.06,0.22,12.8,0,0.06,-0.3,-0.2
287,Riyad Mahrez,ALG,FW,Manchester City,29,1991,27,23,1949,21.7,9,6,9,0,0,0,0,0.42,0.28,0.69,0.42,0.69,4.7,4.7,5.0,9.7,0.22,0.23,0.45,0.22,0.45,916,1096,83.6,12994,2573,556,599,92.8,265,328,80.8,50,84,59.5,6,5.0,5.7,1.0,43,38,43,5,73,1096,1027,68,11,3,5,81,10,43,22,0,0,916,1,23,90,4.16,62,9,5,8,3,3,17,0.79,11,1,3,2,0,0,20,5,2,10,8,6,30,20.0,24,19,0,19,8,28,4,0,1304,5,61,449,806,137,1304,45,81,55.6,46,29,1067,133,72,57.0,82.0,13,4,14.0,10,2.33,48,22,26,1.2,-0.33,35.1,21.0,14.0,0.65,-0.82,0,13,30,7,81,5,0,0,0,80,15,14,51.7,9,58,22,37.9,2.68,1.02,0.16,0.41,17.0,3,0.08,4.3,4.3
288,Ainsley Maitland-Niles,ENG,"MF,DF",Arsenal,22,1997,11,5,490,5.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.04,0.01,0.04,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,0,0.1,0.2,-0.1,2,19,4,1,15,291,256,35,3,0,3,8,32,0,0,0,0,226,0,6,11,2.02,6,1,2,0,1,1,2,0.37,0,0,0,0,1,1,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,1,347,17,116,153,82,6,347,6,10,60.0,10,7,213,14,45,14.3,85.0,4,6,11.0,8,1.64,8,6,2,0.37,-0.06,8.1,6.6,1.5,0.28,0.06,0,6,3,2,8,7,1,0,0,39,3,3,50.0,0,2,1,50.0,0.37,0.18,0.0,0.0,20.9,0,0.04,-0.1,-0.1
289,Ainsley Maitland-Niles,ENG,MF,West Brom,22,1997,15,14,1230,13.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.2,0.04,0.05,0.09,0.04,0.09,313,416,75.2,4264,1309,177,214,82.7,81,102,79.4,22,37,59.5,0,0.7,1.3,-0.7,4,28,9,2,27,416,391,21,1,0,3,12,3,2,1,0,0,313,4,13,21,1.54,18,0,1,0,2,0,2,0.15,1,0,0,0,1,0,22,10,7,8,7,9,28,32.1,19,12,1,11,17,39,24,0,576,36,129,257,197,25,576,16,33,48.5,32,24,314,33,82,36.0,87.0,10,1,18.0,0,0.93,14,17,-3,-0.22,1.34,17.4,21.4,-3.9,-0.29,0.87,0,10,14,0,12,10,1,0,0,77,5,19,20.8,0,10,3,30.0,0.73,0.22,0.0,0.0,23.1,0,0.06,-0.6,-0.6
290,Josh Maja,NGA,FW,Fulham,21,1998,15,9,810,9.0,3,0,2,1,1,0,0,0.33,0.0,0.33,0.22,0.22,4.5,3.7,0.5,4.2,0.5,0.05,0.55,0.41,0.47,154,181,85.1,2069,213,86,97,88.7,45,48,93.8,8,10,80.0,0,0.5,0.5,-0.5,7,7,4,0,10,181,178,3,0,0,0,0,1,0,0,0,0,154,0,6,19,2.11,14,0,3,2,0,0,0,0.0,0,0,0,0,0,0,7,4,0,3,4,4,10,40.0,6,3,1,2,4,11,1,0,254,2,24,125,108,32,253,8,15,53.3,26,13,197,36,54,23.7,77.0,3,6,19.0,2,0.87,7,9,-2,-0.22,0.61,10.5,9.4,1.1,0.12,0.57,0,8,7,2,0,4,0,0,0,28,12,26,31.6,3,20,7,35.0,2.22,0.78,0.1,0.29,14.3,0,0.19,-1.5,-1.7
291,Sadio Mane,SEN,FW,Liverpool,28,1992,35,31,2810,31.2,11,7,11,0,0,3,0,0.35,0.22,0.58,0.35,0.58,14.1,14.1,7.0,21.0,0.45,0.22,0.67,0.45,0.67,812,1082,75.0,11380,2510,499,589,84.7,218,289,75.4,48,70,68.6,7,7.0,5.3,0.0,61,41,66,7,88,1082,1063,15,3,2,3,60,10,2,0,0,0,812,4,39,140,4.48,94,1,15,9,18,3,16,0.51,9,0,0,3,2,2,48,30,6,22,20,12,33,36.4,21,30,0,30,15,63,11,0,1505,16,87,534,902,241,1505,82,144,56.9,101,61,1244,310,80,82.2,88.0,25,4,22.0,0,1.89,54,28,26,0.83,0.83,56.6,32.7,23.9,0.77,0.67,0,53,78,31,60,30,1,0,0,117,35,63,35.7,11,94,34,36.2,3.01,1.09,0.12,0.32,13.7,0,0.15,-3.1,-3.1
292,Javier Manquillo,ESP,DF,Newcastle Utd,26,1994,13,10,825,9.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.03,0.03,0.0,0.03,284,398,71.4,4076,1741,172,189,91.0,81,124,65.3,16,43,37.2,0,0.3,0.2,-0.3,5,12,4,3,15,398,316,81,2,0,1,28,79,0,0,0,0,284,1,15,11,1.2,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0,24,14,8,14,2,11,17,64.7,6,8,1,7,9,33,15,1,478,23,130,214,142,5,478,1,8,12.5,15,7,253,15,63,24.1,77.0,6,3,17.0,16,1.38,13,15,-2,-0.22,0.27,12.0,12.3,-0.3,-0.04,0.47,0,7,8,0,28,14,0,0,0,44,14,10,58.3,0,1,0,0.0,0.11,0.0,0.0,0.0,24.8,0,0.03,0.0,0.0
293,Fernando Marcal,BRA,"DF,MF",Wolves,31,1989,13,7,623,6.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,304,379,80.2,4974,1846,148,159,93.1,119,146,81.5,23,43,53.5,0,0.1,0.1,-0.1,4,22,1,1,15,379,309,68,5,0,3,13,63,0,0,0,0,304,2,10,7,1.01,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13,5,6,7,0,6,11,54.5,5,11,2,9,12,25,25,0,458,27,146,213,100,2,458,7,13,53.8,6,2,250,8,48,18.2,76.0,5,6,15.0,4,1.54,8,9,-1,-0.14,0.34,6.5,7.7,-1.2,-0.17,0.21,0,12,3,0,13,5,0,0,0,30,11,8,57.9,0,2,0,0.0,0.29,0.0,0.0,0.0,26.7,0,0.03,-0.1,-0.1
