,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
300,James McCarthy,IRL,MF,Crystal Palace,28,1990,33,16,1680,18.7,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.8,0.03,0.07,0.1,0.03,0.1,625,826,75.7,11075,3071,281,324,86.7,228,274,83.2,85,159,53.5,0,1.3,1.1,-1.3,17,60,8,0,47,826,761,62,34,0,11,35,5,22,2,0,20,625,3,20,31,1.66,15,12,0,2,0,2,1,0.05,0,1,0,0,0,0,82,47,36,36,10,40,76,52.6,36,24,5,19,24,106,11,0,1041,29,252,598,202,11,1041,7,10,70.0,18,11,542,19,51,49.1,84.0,11,17,20.0,5,1.09,15,29,-14,-0.75,-0.49,18.3,26.4,-8.1,-0.44,0.24,0,31,18,0,35,47,0,0,0,133,15,19,44.1,0.0,12.0,3.0,25.0,0.64,0.16,0.0,0.0,22.2,0.0,0.04,-0.5,-0.5
301,John McGinn,SCO,MF,Aston Villa,24,1994,28,27,2312,25.7,3,3,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,3.9,3.9,2.5,6.4,0.15,0.1,0.25,0.15,0.25,600,794,75.6,12378,3699,219,258,84.9,252,305,82.6,112,172,65.1,3,2.5,2.4,0.5,37,80,31,7,77,794,701,84,28,3,26,66,4,24,20,0,0,600,9,22,93,3.62,68,9,8,2,3,3,9,0.35,6,2,0,0,1,0,53,35,19,23,11,18,62,29.0,44,25,1,24,25,78,18,0,1095,39,192,504,425,60,1095,53,72,73.6,41,49,669,70,83,67.6,84.0,21,1,31.0,0,0.89,29,41,-12,-0.47,0.67,32.3,41.6,-9.3,-0.36,0.79,0,37,66,0,66,35,0,0,0,151,19,30,38.8,3.0,55.0,20.0,36.4,2.14,0.78,0.05,0.15,21.3,1.0,0.07,-0.9,-0.9
302,David McGoldrick,IRL,FW,Sheffield Utd,31,1987,28,22,1815,20.2,2,2,2,0,0,2,0,0.1,0.1,0.2,0.1,0.2,8.0,8.0,2.3,10.3,0.4,0.12,0.51,0.4,0.51,461,629,73.3,6828,1106,269,327,82.3,151,202,74.8,25,44,56.8,2,2.3,1.3,-0.3,17,29,11,3,22,629,608,11,1,2,8,8,1,0,0,0,0,461,10,8,42,2.08,29,1,8,3,1,0,6,0.3,4,0,2,0,0,0,41,26,9,24,8,5,20,25.0,15,14,2,12,3,44,23,0,893,25,88,420,398,63,893,31,48,64.6,62,27,645,112,65,53.1,76.0,6,6,23.0,1,1.43,23,18,5,0.25,0.53,24.7,24.8,-0.1,-0.01,0.43,0,30,18,12,8,26,0,0,0,77,85,125,40.5,2.0,46.0,20.0,43.5,2.28,0.99,0.04,0.1,14.5,0.0,0.17,-6.0,-6.0
304,Kenny McLean,SCO,MF,Norwich City,27,1992,37,32,2968,33.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,2.6,4.0,0.04,0.08,0.12,0.04,0.12,1362,1760,77.4,21339,7601,736,850,86.6,443,542,81.7,117,228,51.3,1,2.6,2.1,-1.6,24,158,16,3,130,1760,1664,88,48,9,24,53,19,19,8,10,1,1362,8,31,70,2.12,57,6,0,2,4,1,4,0.12,4,0,0,0,0,0,44,29,20,18,6,14,42,33.3,28,32,7,25,38,82,67,2,2095,116,552,1177,382,27,2095,31,44,70.5,51,38,1438,57,80,86.8,90.0,29,5,19.0,1,0.49,17,63,-46,-1.39,-0.8,31.8,57.5,-25.6,-0.78,-0.01,0,24,58,1,53,29,0,1,0,191,92,95,49.2,1.0,30.0,10.0,33.3,0.91,0.3,0.03,0.1,21.6,2.0,0.05,-0.4,-0.4
305,Dwight McNeil,ENG,MF,Burnley,19,1999,38,38,3338,37.1,2,6,2,0,0,5,0,0.05,0.16,0.22,0.05,0.22,2.3,2.3,7.7,10.0,0.06,0.21,0.27,0.06,0.27,894,1305,68.5,15517,4923,470,537,87.5,257,369,69.6,133,265,50.2,6,7.7,6.8,-1.7,55,97,42,34,58,1305,1169,127,57,4,16,257,10,60,57,1,0,894,9,58,116,3.13,66,26,8,8,7,1,14,0.38,9,2,1,1,1,0,47,33,18,22,7,23,71,32.4,48,60,8,52,30,77,34,0,1719,45,257,839,660,43,1719,77,142,54.2,57,63,1039,71,88,97.6,88.0,31,0,0.0,0,1.42,41,48,-7,-0.19,-0.19,46.6,47.2,-0.6,-0.02,1.96,0,29,39,0,257,33,0,0,0,234,28,35,44.4,2.0,48.0,14.0,29.2,1.29,0.38,0.04,0.14,24.0,10.0,0.05,-0.3,-0.3
306,Scott McTominay,SCO,MF,Manchester Utd,22,1996,27,20,1772,19.7,4,1,4,0,0,2,0,0.2,0.05,0.25,0.2,0.25,2.2,2.2,1.0,3.2,0.11,0.05,0.16,0.11,0.16,822,1028,80.0,14868,4007,352,422,83.4,340,401,84.8,103,143,72.0,1,1.0,1.3,0.0,16,92,11,3,71,1028,994,32,31,2,12,14,1,0,0,0,0,822,2,19,48,2.44,36,0,1,4,5,2,3,0.15,3,0,0,0,0,0,43,22,14,25,4,17,32,53.1,15,25,5,20,31,74,34,2,1286,68,294,781,223,21,1286,31,46,67.4,36,29,848,19,66,51.8,84.0,13,7,14.0,2,1.85,28,20,8,0.41,-0.8,30.6,20.3,10.3,0.53,-0.25,0,36,53,0,14,22,1,0,0,147,43,30,58.9,4.0,29.0,10.0,34.5,1.47,0.51,0.14,0.4,20.9,0.0,0.08,1.8,1.8
307,Ben Mee,ENG,DF,Burnley,29,1989,32,32,2880,32.0,1,1,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.6,3.2,0.05,0.05,0.1,0.05,0.1,906,1272,71.2,18544,7881,284,343,82.8,497,595,83.5,117,296,39.5,1,1.6,1.2,-0.6,9,54,1,0,50,1272,1215,52,45,0,9,3,7,0,0,0,0,906,5,11,30,0.94,17,1,2,7,1,2,2,0.06,1,0,0,1,0,0,41,22,25,16,0,17,29,58.6,12,42,31,11,42,83,165,2,1639,226,768,830,56,45,1639,6,7,85.7,14,3,785,4,90,84.2,90.0,32,0,0.0,0,1.41,36,45,-9,-0.28,-0.61,39.5,42.7,-3.2,-0.1,-0.24,0,25,21,3,3,22,0,3,0,176,127,85,59.9,1.0,17.0,6.0,35.3,0.53,0.19,0.06,0.17,9.0,0.0,0.1,-0.7,-0.7
308,Benjamin Mendy,FRA,DF,Manchester City,25,1994,19,18,1492,16.6,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,1.4,1.8,0.02,0.09,0.11,0.02,0.11,1107,1309,84.6,16971,4228,595,648,91.8,403,465,86.7,68,109,62.4,2,1.4,1.4,0.6,20,53,32,13,84,1309,1174,130,15,0,8,86,115,0,0,0,0,1107,5,20,39,2.35,35,1,1,2,0,0,6,0.36,4,1,0,1,0,0,18,15,7,7,4,9,27,33.3,18,10,2,8,16,34,21,3,1426,32,220,686,535,10,1426,19,27,70.4,13,17,1067,51,79,43.6,82.0,12,1,14.0,8,2.32,49,13,36,2.17,0.72,40.1,13.7,26.4,1.59,0.22,0,12,1,1,86,15,0,0,0,83,15,19,44.1,0.0,10.0,1.0,10.0,0.6,0.06,0.0,0.0,22.5,0.0,0.04,-0.4,-0.4
309,Nampalys Mendy,SEN,MF,Leicester City,27,1992,7,4,291,3.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,192,212,90.6,3013,684,95,102,93.1,74,80,92.5,13,17,76.5,0,0.1,0.1,-0.1,3,16,1,1,5,212,210,1,1,0,0,2,0,0,0,0,0,192,1,2,9,2.78,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0,7,5,4,1,2,4,5,80.0,1,4,1,3,6,13,6,0,244,5,45,167,32,1,244,1,2,50.0,5,2,187,6,42,8.5,65.0,1,3,10.0,7,1.86,5,3,2,0.62,-0.07,7.0,3.5,3.5,1.08,0.7,0,4,8,0,2,5,0,0,0,32,5,2,71.4,0.0,1.0,1.0,100.0,0.31,0.31,0.0,0.0,28.9,0.0,0.03,0.0,0.0
310,Chris Mepham,WAL,DF,Bournemouth,21,1997,12,10,912,10.1,1,0,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1,0.9,0.9,0.1,1.0,0.09,0.01,0.1,0.09,0.1,434,505,85.9,8003,2924,161,173,93.1,236,261,90.4,30,53,56.6,0,0.1,0.1,-0.1,1,14,0,0,17,505,495,8,8,0,3,3,0,0,0,0,0,434,2,2,6,0.59,5,0,0,0,1,0,1,0.1,1,0,0,0,0,0,20,9,13,7,0,11,14,78.6,3,17,11,6,17,37,62,1,645,104,361,263,24,15,645,3,5,60.0,5,4,378,3,76,26.7,90.0,10,2,6.0,11,0.67,6,19,-13,-1.28,-0.85,10.0,16.0,-6.0,-0.59,-0.18,0,11,5,1,3,9,0,0,0,54,33,23,58.9,1.0,7.0,2.0,28.6,0.69,0.2,0.14,0.5,10.5,0.0,0.13,0.1,0.1
311,Max Meyer,GER,"MF,FW",Crystal Palace,23,1995,17,6,655,7.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.07,0.03,0.1,0.07,0.1,158,211,74.9,1952,489,103,119,86.6,38,43,88.4,3,14,21.4,0,0.2,0.2,-0.2,4,13,5,1,12,211,210,0,0,0,0,9,0,0,0,0,0,158,1,9,11,1.51,9,0,0,1,1,0,1,0.14,1,0,0,0,0,0,19,11,10,9,0,8,18,44.4,10,6,1,5,7,26,4,0,288,2,59,133,100,16,288,6,13,46.2,11,15,210,24,39,19.2,73.0,1,11,20.0,16,0.65,5,11,-6,-0.82,-0.4,6.7,11.8,-5.1,-0.7,-0.18,0,6,16,2,9,11,0,0,0,27,2,9,18.2,0.0,9.0,2.0,22.2,1.24,0.27,0.0,0.0,17.8,0.0,0.06,-0.5,-0.5
312,Luka Milivojevic,SRB,MF,Crystal Palace,28,1991,31,28,2513,27.9,3,1,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.7,1.2,2.1,3.3,0.1,0.08,0.17,0.04,0.12,1213,1585,76.5,23111,8399,481,554,86.8,520,601,86.5,179,361,49.6,1,2.1,2.8,-1.1,29,124,9,0,93,1585,1325,258,147,3,12,144,6,99,55,25,11,1213,2,21,60,2.15,26,27,0,2,0,5,3,0.11,2,1,0,0,0,0,61,32,32,25,4,35,84,41.7,49,30,7,23,42,103,39,4,1843,93,498,1022,341,9,1841,7,11,63.6,24,13,998,8,81,73.5,88.0,24,3,17.0,1,1.03,22,38,-16,-0.57,-0.28,24.1,41.7,-17.7,-0.63,-0.28,0,50,27,1,144,32,0,1,0,179,33,28,54.1,3.0,29.0,7.0,24.1,1.04,0.25,0.03,0.14,28.4,11.0,0.04,0.3,-0.2
313,James Milner,ENG,"MF,DF",Liverpool,33,1986,22,9,937,10.4,2,2,0,2,2,4,0,0.19,0.19,0.38,0.0,0.19,2.2,0.6,0.7,1.3,0.21,0.07,0.28,0.06,0.13,682,804,84.8,11931,3152,317,341,93.0,282,318,88.7,73,109,67.0,2,0.7,1.1,1.3,10,65,8,1,51,804,735,66,13,3,8,20,34,9,4,1,0,682,3,15,28,2.69,24,1,0,1,1,1,4,0.38,4,0,0,0,0,0,16,10,3,10,3,6,26,23.1,20,12,3,9,7,23,17,1,884,26,148,515,229,11,882,10,11,90.9,9,6,648,19,43,27.4,83.0,7,13,15.0,5,2.91,26,9,17,1.63,0.36,20.8,8.9,11.9,1.15,0.45,0,11,12,1,20,10,0,0,0,63,13,13,50.0,2.0,10.0,2.0,20.0,0.96,0.19,0.0,0.0,24.6,0.0,0.06,-0.2,-0.6
314,Yerry Mina,COL,DF,Everton,24,1994,29,25,2284,25.4,2,1,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,3.4,3.4,1.4,4.8,0.13,0.05,0.19,0.13,0.19,1141,1371,83.2,23926,8013,328,381,86.1,614,692,88.7,182,256,71.1,1,1.4,0.4,-0.4,7,51,0,0,62,1371,1319,47,46,1,17,4,1,0,0,0,0,1141,5,10,18,0.71,10,0,0,5,0,3,4,0.16,2,0,0,1,0,1,39,22,25,12,2,18,24,75.0,6,20,14,6,28,67,102,1,1630,225,906,662,71,47,1630,6,8,75.0,7,0,984,4,79,66.8,88.0,23,4,24.0,2,1.28,29,37,-8,-0.32,0.0,35.1,31.9,3.1,0.12,0.17,0,20,12,2,4,22,0,0,1,131,113,69,62.1,2.0,29.0,11.0,37.9,1.14,0.43,0.07,0.18,10.7,0.0,0.12,-1.4,-1.4
315,Takumi Minamino,JPN,"FW,MF",Liverpool,24,1995,10,2,249,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,0.3,0.01,0.31,0.3,0.31,96,108,88.9,1240,174,59,64,92.2,28,30,93.3,4,6,66.7,0,0.0,0.1,0.0,1,4,3,1,3,108,107,1,1,0,0,2,0,0,0,0,0,96,0,1,3,1.08,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,3,0,2,1,2,10,20.0,8,3,0,3,0,3,3,0,146,4,13,73,61,12,146,4,10,40.0,10,5,119,20,25,7.3,54.0,0,8,18.0,7,1.9,4,2,2,0.72,-0.7,5.0,2.5,2.5,0.89,0.08,0,7,3,0,2,3,0,0,0,12,2,5,28.6,0.0,8.0,2.0,25.0,2.89,0.72,0.0,0.0,19.5,0.0,0.1,-0.8,-0.8
316,Tyrone Mings,ENG,DF,Aston Villa,26,1993,33,33,2902,32.2,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,0.7,1.5,0.02,0.02,0.05,0.02,0.05,1085,1400,77.5,23447,8850,290,329,88.1,624,680,91.8,158,355,44.5,2,0.7,0.4,1.3,7,57,4,1,51,1400,1342,55,50,0,20,7,5,0,0,0,0,1085,3,13,16,0.5,14,1,0,0,0,1,1,0.03,1,0,0,0,0,0,15,11,11,3,1,10,13,76.9,3,56,48,8,30,45,190,4,1757,359,1098,626,55,23,1757,12,12,100.0,10,5,1005,9,88,84.9,88.0,32,0,0.0,0,0.97,36,53,-17,-0.53,1.04,38.3,53.2,-14.9,-0.46,1.03,0,20,11,2,7,11,0,1,0,201,67,44,60.4,2.0,8.0,3.0,37.5,0.25,0.09,0.25,0.67,9.9,0.0,0.1,1.2,1.2
317,Tyrick Mitchell,ENG,DF,Crystal Palace,19,1999,4,2,195,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.08,0.08,0.0,0.08,103,127,81.1,1389,661,68,74,91.9,29,35,82.9,3,9,33.3,0,0.2,0.2,-0.2,4,10,3,2,9,127,98,29,0,0,0,4,29,0,0,0,0,103,0,4,5,2.31,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2,2,2,1,1,7,14.3,6,2,0,2,2,7,3,0,145,6,37,75,34,1,145,1,3,33.3,1,3,85,5,49,5.7,90.0,2,2,8.0,7,0.25,1,4,-3,-1.38,-0.94,1.9,2.5,-0.6,-0.3,0.28,0,1,1,0,4,2,0,0,0,7,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Henrikh Mkhitaryan,ARM,FW,Arsenal,30,1989,3,1,112,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.26,0.21,0.47,0.26,0.47,56,76,73.7,840,174,33,36,91.7,20,25,80.0,1,6,16.7,0,0.3,0.3,-0.3,2,4,2,0,7,76,70,4,1,1,1,4,1,2,0,1,0,56,2,2,6,4.82,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,1,0,90,1,7,37,46,11,90,2,7,28.6,4,3,73,14,37,3.3,83.0,0,2,15.0,1,1.33,2,0,2,1.61,1.44,2.1,0.4,1.6,1.3,1.57,0,2,2,1,4,0,0,0,0,4,2,1,66.7,0.0,2.0,0.0,0.0,1.61,0.0,0.0,0.0,13.5,0.0,0.16,-0.3,-0.3
319,Nacho Monreal,ESP,DF,Arsenal,33,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.11,0.13,0.01,0.13,178,207,86.0,2397,902,115,126,91.3,53,60,88.3,4,9,44.4,0,0.3,0.1,-0.3,3,6,1,0,6,207,180,26,1,0,1,4,25,0,0,0,0,178,1,3,4,1.33,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,3,1,2,3,4,10,0,232,16,87,89,57,5,232,2,4,50.0,3,1,160,5,90,7.9,90.0,3,0,0.0,0,2.0,4,4,0,0.0,-0.23,2.9,4.4,-1.5,-0.48,-0.29,0,1,1,2,4,1,0,0,0,14,7,8,46.7,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,9.8,0.0,0.04,0.0,0.0
320,Martin Montoya,ESP,"DF,MF",Brighton,28,1991,27,23,1896,21.1,0,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,1.5,1.5,1.8,3.3,0.07,0.09,0.16,0.07,0.16,992,1278,77.6,16221,5125,540,636,84.9,370,458,80.8,75,125,60.0,1,1.8,1.8,-0.8,21,51,33,12,78,1278,1034,241,14,1,12,44,227,0,0,0,0,992,3,30,42,1.99,38,0,1,1,2,0,2,0.09,1,0,0,0,1,0,57,29,31,20,6,30,56,53.6,26,19,5,14,24,81,40,0,1495,63,411,665,440,36,1495,10,29,34.5,34,11,908,60,70,55.4,79.0,13,4,20.0,7,1.07,19,32,-13,-0.62,-0.5,25.3,31.9,-6.6,-0.31,-0.14,0,27,15,4,44,29,0,0,0,87,21,19,52.5,0.0,8.0,3.0,37.5,0.38,0.14,0.0,0.0,16.1,0.0,0.18,-1.5,-1.5
322,Aaron Mooy,AUS,"MF,FW",Brighton,28,1990,31,25,2085,23.2,2,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,2.3,2.3,4.5,6.8,0.1,0.19,0.29,0.1,0.29,818,1092,74.9,12922,3701,459,513,89.5,245,311,78.8,81,169,47.9,2,4.5,3.2,-2.5,39,87,26,5,94,1092,1003,81,23,4,12,109,5,53,23,25,0,818,8,39,76,3.28,54,13,4,3,2,0,6,0.26,3,1,2,0,0,0,37,24,9,18,10,6,40,15.0,34,36,7,29,23,60,32,1,1357,42,173,624,575,38,1357,38,56,67.9,44,42,928,108,67,61.0,80.0,14,6,16.0,5,1.03,19,31,-12,-0.52,-0.32,25.0,33.4,-8.3,-0.36,-0.28,1,13,11,0,109,24,0,0,0,134,15,25,37.5,2.0,33.0,8.0,24.2,1.42,0.35,0.06,0.25,20.9,0.0,0.07,-0.3,-0.3
323,Wesley Moraes,BRA,FW,Aston Villa,22,1996,21,21,1782,19.8,5,1,5,0,1,3,0,0.25,0.05,0.3,0.25,0.3,6.4,5.5,1.0,6.5,0.32,0.05,0.37,0.28,0.33,265,379,69.9,3721,584,164,217,75.6,66,89,74.2,18,26,69.2,1,1.0,0.7,0.0,11,17,1,0,10,379,373,4,0,0,5,7,3,0,0,0,0,265,2,11,31,1.57,24,0,2,4,1,0,3,0.15,3,0,0,0,0,0,15,8,3,8,4,0,5,0.0,5,10,2,8,4,19,23,0,573,29,47,261,268,79,572,12,24,50.0,58,18,440,85,85,52.1,85.0,13,0,0.0,0,1.0,26,31,-5,-0.25,0.9,23.9,38.4,-14.5,-0.73,-0.24,0,43,14,14,7,8,0,0,0,26,69,88,43.9,5.0,34.0,17.0,50.0,1.72,0.86,0.15,0.29,12.6,0.0,0.16,-1.4,-0.5
324,Wes Morgan,JAM,DF,Leicester City,35,1984,11,4,436,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.11,0.0,0.11,0.11,0.11,218,247,88.3,3889,1171,77,87,88.5,127,137,92.7,12,16,75.0,0,0.0,0.0,0.0,0,1,0,0,2,247,242,3,3,0,0,0,0,0,0,0,0,218,2,1,6,1.24,3,0,1,1,0,1,0,0.0,0,0,0,0,0,0,4,1,3,1,0,0,3,0.0,3,5,3,2,7,11,19,0,291,20,131,154,7,4,291,2,2,100.0,1,1,195,1,40,12.7,90.0,4,7,11.0,24,2.27,9,6,3,0.62,-0.07,10.6,4.8,5.9,1.21,0.88,0,4,1,0,0,1,0,0,0,16,19,15,55.9,0.0,4.0,2.0,50.0,0.83,0.41,0.0,0.0,10.0,0.0,0.14,-0.5,-0.5
325,Ravel Morrison,JAM,MF,Sheffield Utd,26,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,5,6,83.3,46,25,4,4,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,7,0,0,4,3,1,7,0,0,0.0,0,1,6,0,13,0.4,0.0,0,1,13.0,1,0.0,0,0,0,0.0,0.0,0.2,0.0,0.2,1.08,1.29,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,6.92,0.0,0.0,0.0,12.9,0.0,0.05,0.0,0.0
326,Mason Mount,ENG,"MF,FW",Chelsea,20,1999,37,32,2867,31.9,7,5,7,0,0,3,0,0.22,0.16,0.38,0.22,0.38,6.4,6.4,5.4,11.8,0.2,0.17,0.37,0.2,0.37,1108,1394,79.5,14894,3978,689,767,89.8,254,326,77.9,65,131,49.6,5,5.4,4.5,-0.4,51,101,34,5,80,1394,1235,153,55,3,7,136,11,80,45,15,0,1108,6,37,126,3.96,77,30,5,7,7,0,17,0.53,10,4,1,0,2,0,37,17,8,19,10,9,42,21.4,33,25,3,22,16,53,18,0,1732,24,144,762,843,124,1732,40,71,56.3,80,53,1231,183,77,83.8,83.0,20,5,40.0,1,1.7,60,44,16,0.5,0.67,56.7,31.8,24.9,0.78,-0.15,0,37,38,4,136,17,1,0,0,141,10,46,17.9,7.0,78.0,29.0,37.2,2.45,0.91,0.09,0.24,20.6,12.0,0.08,0.6,0.6
327,Lucas Moura,BRA,"FW,MF",Tottenham,26,1992,35,25,2242,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.6,5.6,3.2,8.8,0.23,0.13,0.36,0.23,0.36,575,802,71.7,7257,2049,379,457,82.9,141,214,65.9,17,37,45.9,4,3.2,2.5,0.8,34,41,32,1,60,802,779,20,7,9,1,21,5,4,2,1,0,575,3,20,92,3.69,61,0,13,4,10,4,9,0.36,4,0,4,0,0,1,57,33,25,22,10,16,58,27.6,42,29,2,27,15,72,27,0,1174,29,134,572,493,79,1174,72,109,66.1,60,74,816,109,64,65.6,82.0,11,10,20.0,2,1.54,40,29,11,0.44,0.21,32.9,32.5,0.4,0.02,0.53,0,30,63,5,21,33,0,0,0,110,58,80,42.0,4.0,56.0,14.0,25.0,2.25,0.56,0.07,0.29,17.5,0.0,0.1,-1.6,-1.6
328,Lys Mousset,FRA,FW,Sheffield Utd,23,1996,30,11,1240,13.8,6,4,6,0,0,1,0,0.44,0.29,0.73,0.44,0.73,5.5,5.5,3.2,8.8,0.4,0.23,0.64,0.4,0.64,170,246,69.1,2052,298,118,148,79.7,43,57,75.4,3,7,42.9,4,3.2,1.2,0.8,12,8,5,1,11,246,231,14,0,1,0,4,1,0,0,0,0,170,1,10,29,2.1,15,0,7,4,2,1,4,0.29,3,0,0,1,0,0,9,5,0,5,4,3,7,42.9,4,3,0,3,4,13,2,0,423,2,16,173,236,76,423,28,41,68.3,51,38,309,90,41,36.3,66.0,0,19,27.0,3,1.53,20,15,5,0.36,0.57,17.0,20.0,-3.0,-0.22,-0.02,0,24,14,16,4,5,0,0,0,47,22,70,23.9,6.0,37.0,9.0,24.3,2.69,0.65,0.16,0.67,16.2,0.0,0.15,0.5,0.5
